invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date
I243930,wgk9zrq9xd,Female,52,Technology,3,3150.0,Debit Card,2022-10-31
I320007,zsplbwdzdf,Male,45,Clothing,5,1500.4,Debit Card,2021-10-18
I339004,rlgqbsrrnh,Male,64,Clothing,4,1200.32,Credit Card,2022-07-15
I139437,dzksqhw2dw,Male,38,Souvenir,5,58.65,Credit Card,2021-05-31
I325491,giafhjjmrs,Female,45,Shoes,2,1200.34,Cash,2021-12-22
I332582,h26r2lj5uc,Female,41,Souvenir,5,58.65,Cash,2022-10-28
I976566,xpggrty6cb,Female,57,Cosmetics,1,40.66,Cash,2021-06-13
I420592,qkxz0aljbs,Male,57,Food & Beverage,4,20.92,Debit Card,2022-09-25
I312499,zfrdtk8u7u,Female,60,Books,1,15.15,Credit Card,2021-08-18
I304591,uq5mkiybv3,Female,44,Food & Beverage,2,10.46,Debit Card,2021-09-16
I122118,arl7zw7jay,Male,38,Cosmetics,5,203.3,Cash,2022-11-15
I297539,27klnf1umz,Male,65,Food & Beverage,3,15.69,Credit Card,2021-08-07
I339496,1synnyrmzt,Male,30,Clothing,1,300.08,Debit Card,2021-05-25
I160687,dh13xnnbqt,Female,50,Clothing,2,600.16,Debit Card,2022-07-12
I153842,g7rnhrymxx,Female,19,Food & Beverage,3,15.69,Credit Card,2022-09-14
I615452,nenev6xffk,Male,26,Shoes,1,600.17,Debit Card,2022-03-06
I908600,x1oocg9sfn,Female,54,Cosmetics,4,162.64,Credit Card,2023-02-23
I708279,yazz6a1gun,Female,63,Cosmetics,3,121.98,Credit Card,2021-06-25
I328691,jxzawy5vbo,Female,66,Clothing,2,600.16,Debit Card,2022-07-31
I423782,jddobjzqqo,Female,48,Cosmetics,2,81.32,Debit Card,2021-04-08
I123315,zsogwisn8f,Male,46,Clothing,2,600.16,Debit Card,2021-04-01
I182578,gttsbnkwoi,Male,54,Shoes,4,2400.68,Cash,2022-02-13
I403818,pygnf04zh1,Male,62,Books,5,75.75,Cash,2022-06-15
I508712,9d6d3dy8tz,Female,64,Toys,3,107.52,Credit Card,2022-07-19
I959992,kopz8z7kea,Male,55,Food & Beverage,3,15.69,Cash,2022-07-01
I279688,l2cmkalmgg,Female,20,Clothing,1,300.08,Credit Card,2021-06-19
I300847,1hrab0f9ja,Male,41,Toys,5,179.2,Credit Card,2022-01-11
I170966,wmzdg0pixi,Male,54,Food & Beverage,5,26.15,Credit Card,2022-12-05
I230221,8cvbnckwql,Male,34,Clothing,1,300.08,Cash,2021-04-21
I317354,k2lizcakvj,Female,31,Clothing,1,300.08,Cash,2021-11-10
I155404,esr3muryfs,Male,48,Toys,4,143.36,Cash,2022-09-19
I151181,yyyan9xhjf,Female,44,Clothing,2,600.16,Debit Card,2021-01-18
I144046,3xdnaavllz,Female,42,Shoes,1,600.17,Credit Card,2022-04-21
I959386,l97rrtxdyh,Male,25,Shoes,1,600.17,Credit Card,2022-11-25
I737965,rqd1aeqtku,Male,64,Clothing,5,1500.4,Cash,2022-11-09
I194017,8uwfvgq92a,Female,67,Technology,5,5250.0,Cash,2022-01-03
I252777,vin4l4nywv,Female,55,Clothing,2,600.16,Cash,2022-02-19
I254142,cq1x92gqvx,Female,62,Shoes,3,1800.51,Credit Card,2022-12-15
I120850,856vkkqiq5,Female,54,Clothing,2,600.16,Credit Card,2021-11-08
I220285,qdn8lt2ufv,Female,43,Food & Beverage,4,20.92,Credit Card,2022-05-01
I180980,tqgpuygrcm,Female,30,Clothing,2,600.16,Cash,2021-04-14
I301451,fxkfrjklym,Female,58,Cosmetics,5,203.3,Debit Card,2021-06-28
I125700,cdpxoih4y7,Male,49,Shoes,5,3000.85,Credit Card,2022-06-10
I533062,pzq7moyksp,Female,49,Clothing,3,900.24,Cash,2022-05-12
I998874,wv6r7hl9dt,Female,19,Clothing,5,1500.4,Debit Card,2022-12-27
I325619,op124ghpmy,Female,58,Food & Beverage,1,5.23,Debit Card,2021-08-16
I200646,yceldkwp8w,Female,49,Food & Beverage,2,10.46,Credit Card,2021-03-05
I337094,t9guz5taex,Female,50,Technology,1,1050.0,Cash,2023-02-09
I436935,5gbu92ezg7,Female,21,Cosmetics,4,162.64,Cash,2023-02-26
I585560,1v0hd7tcqh,Male,21,Shoes,2,1200.34,Cash,2023-02-17
I191967,di2fm3sbmg,Male,63,Cosmetics,5,203.3,Credit Card,2022-08-08
I304567,9id7vdoden,Male,30,Souvenir,2,23.46,Credit Card,2023-03-08
I232809,ssmgga1rrt,Male,66,Shoes,5,3000.85,Credit Card,2021-10-02
I157441,vhgpd2km9m,Female,23,Food & Beverage,4,20.92,Cash,2021-12-22
I591015,oasnuzshgq,Female,69,Clothing,1,300.08,Cash,2021-09-12
I219334,w62tpowfi9,Female,45,Shoes,4,2400.68,Credit Card,2022-03-23
I162719,rrdmrivb7k,Male,53,Clothing,5,1500.4,Credit Card,2021-12-11
I237375,xsgac7axg0,Female,50,Books,1,15.15,Cash,2022-12-29
I289611,8sum7bwjki,Female,45,Clothing,3,900.24,Debit Card,2023-03-08
I217650,8vdweg8lrs,Female,47,Food & Beverage,3,15.69,Debit Card,2021-02-10
I214129,h9scojbqfn,Female,36,Clothing,1,300.08,Debit Card,2021-05-10
I300799,jjrp4awqen,Female,61,Food & Beverage,3,15.69,Cash,2022-03-06
I163771,8ljnaeumod,Female,46,Toys,4,143.36,Credit Card,2021-03-29
I252528,niqagscgnh,Male,47,Technology,5,5250.0,Debit Card,2022-10-04
I147387,sufojmqg3i,Female,38,Clothing,5,1500.4,Cash,2021-11-04
I186255,lpqmbm4ab1,Female,41,Clothing,1,300.08,Credit Card,2022-11-08
I308341,r19gyu7n7x,Male,29,Clothing,4,1200.32,Cash,2021-05-17
I177664,ckl0ydqba8,Female,58,Cosmetics,3,121.98,Credit Card,2022-06-16
I278519,6ewimxarff,Male,69,Technology,3,3150.0,Debit Card,2022-09-24
I160636,zsksalnohw,Female,53,Cosmetics,4,162.64,Cash,2022-04-04
I306136,ufohw87pb9,Male,26,Food & Beverage,1,5.23,Cash,2022-10-18
I240224,khydovgooe,Male,53,Food & Beverage,1,5.23,Cash,2021-10-16
I227030,qtdmrjt2g4,Female,63,Clothing,4,1200.32,Credit Card,2021-05-17
I258204,3wspobcwpf,Female,54,Clothing,1,300.08,Credit Card,2023-02-03
I231070,khtxoqoq74,Female,54,Clothing,5,1500.4,Debit Card,2022-11-15
I434983,ffkd8flc7q,Male,45,Souvenir,2,23.46,Credit Card,2021-07-29
I326925,ep4ph8cnw3,Female,62,Toys,4,143.36,Credit Card,2021-07-17
I183840,xcdkb4aerg,Female,18,Clothing,1,300.08,Credit Card,2022-03-08
I533184,6qnfdzlasz,Female,44,Shoes,5,3000.85,Credit Card,2022-09-22
I735039,98visb3xpo,Male,50,Clothing,1,300.08,Cash,2022-08-01
I319997,aci8jqo4lk,Male,31,Clothing,5,1500.4,Credit Card,2021-04-03
I228150,ga0vgdkrqk,Male,62,Clothing,5,1500.4,Cash,2021-11-21
I215373,lb4xqenpbl,Female,20,Clothing,5,1500.4,Debit Card,2021-09-17
I275695,8hwhxalryp,Female,65,Books,5,75.75,Cash,2022-08-09
I107255,5glbankzf3,Female,63,Souvenir,1,11.73,Cash,2021-09-08
I301538,cejnrsxk68,Female,57,Food & Beverage,4,20.92,Cash,2021-10-08
I119469,rnyxj9uxip,Female,59,Clothing,1,300.08,Debit Card,2021-03-03
I678313,99pbs9qvkt,Female,44,Clothing,4,1200.32,Debit Card,2021-12-26
I264491,00mvoyvq8y,Female,63,Cosmetics,5,203.3,Credit Card,2023-02-13
I177957,bckfou90nd,Male,65,Clothing,4,1200.32,Cash,2021-07-04
I188384,jbddobn9qz,Female,68,Clothing,1,300.08,Cash,2021-01-26
I527111,fy5dj26mbx,Female,21,Food & Beverage,2,10.46,Debit Card,2022-10-05
I152252,mzer0jy981,Female,33,Books,5,75.75,Credit Card,2021-04-05
I131076,hyzaiwcxwi,Female,23,Souvenir,2,23.46,Cash,2021-03-27
I151031,v98mvkovxa,Female,49,Souvenir,5,58.65,Cash,2022-11-21
I638444,7ymlt2wpex,Male,57,Shoes,2,1200.34,Credit Card,2022-02-21
I884439,tbgccexmhw,Female,54,Toys,4,143.36,Credit Card,2022-08-22
I381853,rsrqmy60qy,Female,41,Cosmetics,3,121.98,Credit Card,2022-12-06
I104404,enbkaudxzf,Female,21,Shoes,3,1800.51,Cash,2021-03-25
I926542,u5qmmunwhn,Female,45,Toys,1,35.84,Debit Card,2021-03-05
I263473,5peva4ubdt,Female,58,Shoes,3,1800.51,Credit Card,2021-08-02
I177317,i0wtx7hj7v,Male,53,Food & Beverage,4,20.92,Cash,2021-04-16
I941223,ht8ve3uu54,Female,53,Clothing,5,1500.4,Credit Card,2023-02-03
I323436,hmjfqhv9ga,Male,39,Food & Beverage,5,26.15,Debit Card,2022-05-06
I245250,j9rtcwyixo,Female,21,Shoes,1,600.17,Cash,2022-02-05
I589196,ftrykhh1na,Female,51,Toys,1,35.84,Credit Card,2022-12-01
I241028,wxvmruymjq,Male,50,Clothing,2,600.16,Debit Card,2021-12-16
I846943,ak27i2zvdc,Female,50,Cosmetics,4,162.64,Cash,2023-01-06
I131492,gbftg2qcxq,Male,61,Food & Beverage,3,15.69,Cash,2021-12-08
I252340,8ccb6a6yae,Male,44,Food & Beverage,5,26.15,Credit Card,2021-02-23
I571614,ni66eggspw,Female,31,Souvenir,4,46.92,Debit Card,2022-01-07
I269945,tjxag4w6ya,Male,64,Food & Beverage,1,5.23,Credit Card,2022-02-14
I293115,7rujbmxksw,Male,50,Clothing,2,600.16,Credit Card,2022-05-20
I180632,qkuaon9fca,Male,45,Clothing,1,300.08,Credit Card,2021-10-15
I946433,cg5salbtsx,Female,29,Technology,4,4200.0,Debit Card,2023-02-02
I557864,oigdagcqkx,Female,33,Clothing,1,300.08,Cash,2021-11-09
I721903,kugosray6m,Male,29,Food & Beverage,2,10.46,Cash,2023-01-09
I995914,2zn8tor2ub,Male,65,Technology,3,3150.0,Credit Card,2021-11-22
I423124,buc13lgot4,Female,66,Clothing,1,300.08,Cash,2023-01-07
I318626,tcywyhygyq,Male,54,Cosmetics,3,121.98,Credit Card,2022-09-23
I284431,xpncmaqduz,Male,44,Technology,4,4200.0,Credit Card,2022-06-24
I334469,36lduxyjkt,Male,46,Toys,5,179.2,Cash,2021-07-04
I568785,nqgdlxyg1r,Male,37,Food & Beverage,5,26.15,Cash,2021-08-23
I307376,3wo9mq1fzh,Female,22,Food & Beverage,5,26.15,Credit Card,2022-08-11
I136509,amfkuwmhw2,Female,55,Cosmetics,4,162.64,Cash,2021-08-02
I194798,beejvjihpq,Male,41,Technology,2,2100.0,Cash,2022-07-07
I236520,tdhfnpw55a,Male,42,Toys,3,107.52,Credit Card,2022-02-13
I295482,vgvq29dvhz,Male,24,Shoes,3,1800.51,Credit Card,2022-10-17
I472275,bbcclmxyc4,Female,43,Cosmetics,4,162.64,Cash,2022-11-14
I301404,we6hvquytr,Male,40,Clothing,3,900.24,Credit Card,2021-03-24
I100487,3cvvqyhg3q,Female,22,Cosmetics,4,162.64,Cash,2021-02-19
I206026,ivjs1t33kd,Female,27,Books,1,15.15,Cash,2022-11-12
I332620,eimyo1qwpm,Female,68,Cosmetics,2,81.32,Credit Card,2021-04-13
I434161,ndeouqsnjn,Female,48,Clothing,2,600.16,Credit Card,2021-05-03
I166306,ocacg5dunr,Female,56,Clothing,3,900.24,Cash,2022-04-24
I207389,vahl8ztqrj,Male,25,Clothing,3,900.24,Debit Card,2022-12-17
I237018,y5syy1eoym,Male,30,Food & Beverage,4,20.92,Cash,2022-11-19
I246114,aonx6mgkjx,Female,49,Toys,5,179.2,Credit Card,2022-09-22
I216889,sit4t4rfbb,Male,57,Clothing,2,600.16,Credit Card,2022-03-16
I137065,hewolt7nnv,Female,46,Food & Beverage,4,20.92,Cash,2022-01-01
I284262,8dvhif7mpw,Male,29,Food & Beverage,3,15.69,Cash,2021-07-23
I154122,i4nohnfphx,Female,69,Cosmetics,1,40.66,Debit Card,2021-12-22
I950429,swyumidb5l,Female,42,Cosmetics,2,81.32,Debit Card,2022-03-09
I499170,kfa2bxl6dx,Female,38,Toys,1,35.84,Credit Card,2022-02-20
I253083,milvenuq4g,Female,46,Clothing,2,600.16,Debit Card,2021-11-14
I508173,ocix3xpluu,Male,31,Cosmetics,3,121.98,Debit Card,2022-01-23
I763131,obi8lcxlly,Male,26,Clothing,5,1500.4,Cash,2021-01-16
I149766,if4mvhz1p4,Female,48,Cosmetics,3,121.98,Cash,2022-04-02
I702817,f62gzj5r4o,Male,30,Books,5,75.75,Credit Card,2022-10-16
I208491,sruydmhhrv,Male,56,Clothing,1,300.08,Cash,2023-01-18
I337030,fzd4exmi7h,Male,65,Food & Beverage,2,10.46,Cash,2022-09-27
I312041,zamn2fp6tt,Female,53,Clothing,2,600.16,Credit Card,2022-01-31
I150629,0bemlpiisj,Female,43,Clothing,3,900.24,Cash,2022-12-10
I197620,xps1kogflr,Male,26,Food & Beverage,2,10.46,Cash,2022-04-08
I730771,mridnt7htc,Male,23,Clothing,5,1500.4,Debit Card,2022-08-05
I873382,aqwrgjdvp7,Female,54,Shoes,4,2400.68,Credit Card,2023-01-07
I637675,kmm1enjmkh,Male,56,Clothing,4,1200.32,Cash,2021-06-28
I153278,2d7ncdnrdk,Female,37,Toys,2,71.68,Cash,2022-06-04
I842493,yv2cvcpwrx,Male,48,Clothing,3,900.24,Debit Card,2021-07-25
I156991,1d7wdk0td2,Male,56,Food & Beverage,2,10.46,Debit Card,2021-02-14
I722730,itancuncic,Female,58,Souvenir,2,23.46,Cash,2022-07-28
I299533,0urouhmy4u,Female,40,Food & Beverage,3,15.69,Credit Card,2022-09-09
I187160,bejbxdcmx8,Female,38,Shoes,5,3000.85,Debit Card,2022-03-19
I101832,ps18zrjr6l,Female,40,Cosmetics,3,121.98,Credit Card,2022-12-25
I943403,kmmd0nxsyt,Male,64,Toys,1,35.84,Cash,2022-09-20
I454983,zys4v84xxd,Male,28,Souvenir,5,58.65,Debit Card,2022-04-12
I338302,kqdwl8klbi,Male,49,Cosmetics,4,162.64,Debit Card,2021-10-03
I328822,nazh2svlu6,Male,51,Food & Beverage,3,15.69,Cash,2022-06-13
I168181,a1ysseryia,Male,22,Clothing,3,900.24,Credit Card,2021-07-01
I108543,prcebzxeq1,Female,67,Clothing,5,1500.4,Debit Card,2022-07-08
I120615,9hrf5fn3tj,Female,22,Toys,2,71.68,Credit Card,2022-02-02
I248840,r1zb0prvxe,Female,26,Clothing,3,900.24,Cash,2022-11-10
I283774,kldkveiibq,Female,42,Toys,1,35.84,Debit Card,2023-01-01
I212305,mkdfudntol,Female,45,Books,1,15.15,Credit Card,2021-11-06
I111228,50nrxzogvl,Female,43,Clothing,1,300.08,Credit Card,2021-04-09
I230558,vuycsoikqw,Female,35,Cosmetics,2,81.32,Debit Card,2021-07-31
I130124,a4qqwek3gh,Male,49,Clothing,3,900.24,Credit Card,2022-08-15
I221797,g3rdxjs85d,Female,49,Food & Beverage,3,15.69,Cash,2021-08-24
I154490,yki8pypbqx,Male,33,Clothing,5,1500.4,Cash,2022-01-24
I159376,dy4mwrnpqc,Female,65,Food & Beverage,2,10.46,Cash,2022-06-14
I214545,icepmcsyic,Male,40,Souvenir,4,46.92,Cash,2021-12-05
I213589,cy8akrdhse,Male,68,Technology,2,2100.0,Cash,2021-10-12
I101148,yg1ipr9mr2,Female,26,Cosmetics,4,162.64,Cash,2022-04-21
I186663,ek0puphefy,Male,38,Toys,1,35.84,Debit Card,2021-06-24
I291062,rl0awskfj8,Female,56,Cosmetics,4,162.64,Credit Card,2023-03-05
I103389,f36zmil0fp,Male,19,Cosmetics,1,40.66,Cash,2021-05-09
I140596,4exr8zcvim,Female,18,Cosmetics,2,81.32,Cash,2021-09-11
I115322,ceie4dr72t,Male,55,Food & Beverage,1,5.23,Credit Card,2021-10-01
I273800,pv2pqhvzop,Female,53,Cosmetics,2,81.32,Cash,2021-08-01
I384332,pjhimoq2hf,Female,69,Cosmetics,1,40.66,Cash,2021-09-04
I268628,9or995tg34,Male,27,Cosmetics,3,121.98,Cash,2021-05-21
I146305,wxnesoegyh,Female,36,Food & Beverage,2,10.46,Cash,2022-07-11
I648743,cy7fk1n2ph,Female,61,Shoes,5,3000.85,Debit Card,2023-01-02
I148083,5gj9pejxuu,Female,43,Cosmetics,5,203.3,Credit Card,2021-06-29
I733806,ph9enpvb9c,Female,51,Food & Beverage,4,20.92,Credit Card,2021-03-21
I214007,ejrpl44vyb,Male,38,Toys,4,143.36,Credit Card,2022-03-25
I480974,ilyweyuqdq,Male,34,Food & Beverage,2,10.46,Debit Card,2021-05-10
I126095,dlobutn1ia,Male,23,Food & Beverage,5,26.15,Credit Card,2022-03-24
I100033,q0pwxt5s7r,Male,56,Food & Beverage,4,20.92,Credit Card,2021-10-19
I265860,qru6sh5ysw,Male,60,Food & Beverage,4,20.92,Credit Card,2022-03-15
I512570,ybin6axsch,Female,59,Souvenir,4,46.92,Cash,2022-11-24
I118757,rjtncalxxw,Male,43,Clothing,1,300.08,Credit Card,2022-07-21
I313516,nwdqhliodd,Male,55,Books,4,60.6,Cash,2021-03-29
I223795,lgdwz297x4,Male,40,Clothing,3,900.24,Cash,2022-12-26
I254341,hkrimb0p5d,Female,43,Food & Beverage,2,10.46,Credit Card,2023-01-21
I273435,ola2qwgxmc,Male,59,Food & Beverage,4,20.92,Credit Card,2021-11-06
I127616,t6arl3hulk,Male,24,Books,5,75.75,Debit Card,2021-12-12
I893043,atzugdm3sw,Female,63,Clothing,5,1500.4,Credit Card,2022-11-11
I295712,a0caetzah0,Male,31,Food & Beverage,2,10.46,Cash,2022-06-25
I162565,xkjfusk4mu,Female,69,Clothing,2,600.16,Credit Card,2022-07-04
I300520,hbd8nebip5,Female,36,Books,3,45.45,Credit Card,2023-02-02
I149473,syfaie3hoi,Female,54,Clothing,3,900.24,Cash,2021-01-30
I936118,1dlrvb0og1,Male,22,Food & Beverage,3,15.69,Cash,2023-02-19
I242648,0iauhqraoe,Male,39,Food & Beverage,1,5.23,Cash,2022-06-22
I725938,wuu37x9etp,Male,26,Cosmetics,3,121.98,Debit Card,2022-10-16
I299480,xsodqsxniy,Male,44,Shoes,2,1200.34,Credit Card,2022-12-09
I134272,uoath35zye,Female,35,Toys,1,35.84,Debit Card,2022-12-01
I128518,ee3rsfxe7d,Female,66,Shoes,1,600.17,Debit Card,2021-09-06
I293208,bcudbtjqjn,Male,61,Shoes,1,600.17,Cash,2022-02-07
I332003,9yrpevapja,Female,30,Cosmetics,2,81.32,Credit Card,2021-12-16
I251779,tuhnnid4nq,Male,55,Toys,5,179.2,Debit Card,2022-03-12
I334155,o6yiwpiybc,Female,22,Books,3,45.45,Debit Card,2022-12-15
I724379,hrczvjbeqp,Female,51,Clothing,1,300.08,Debit Card,2021-12-26
I843249,f8gznlj6ub,Male,53,Cosmetics,4,162.64,Cash,2021-01-04
I292746,69m1pxwyjv,Female,54,Clothing,5,1500.4,Credit Card,2022-04-27
I230701,hkoeoeybme,Male,34,Clothing,2,600.16,Credit Card,2023-02-19
I230983,cezx0slr45,Female,49,Clothing,1,300.08,Credit Card,2023-03-02
I313187,wdipqj8vjc,Female,41,Souvenir,4,46.92,Cash,2021-01-28
I206607,87nohkqzqs,Female,34,Clothing,1,300.08,Credit Card,2021-06-19
I323928,9ph3v9pwok,Female,59,Cosmetics,3,121.98,Cash,2021-07-16
I374693,gtfvavvyex,Female,20,Food & Beverage,2,10.46,Cash,2021-11-03
I318521,8vbi6zqy5a,Female,23,Clothing,5,1500.4,Cash,2021-11-16
I222827,shjwfnvosm,Female,25,Clothing,3,900.24,Credit Card,2022-11-27
I649554,rdxgyhfkb4,Female,63,Toys,3,107.52,Debit Card,2021-08-02
I111055,xeehcq00qe,Male,68,Technology,1,1050.0,Credit Card,2022-08-26
I570709,djl6pmmur3,Male,58,Shoes,1,600.17,Debit Card,2021-09-08
I251307,f3dnmr3fiz,Male,58,Shoes,1,600.17,Debit Card,2022-01-01
I117277,48iammuyez,Male,47,Clothing,1,300.08,Credit Card,2023-01-11
I240824,tvzcymzpfl,Female,22,Clothing,5,1500.4,Credit Card,2021-08-28
I135134,xd9ttcftvv,Female,51,Cosmetics,1,40.66,Credit Card,2021-03-01
I222401,n5kwq2laze,Male,56,Food & Beverage,5,26.15,Cash,2021-05-22
I263185,bzajij9y0m,Male,33,Clothing,5,1500.4,Cash,2021-03-09
I311849,sr7yt0nkn0,Male,27,Technology,5,5250.0,Debit Card,2021-04-21
I137332,c0gy9vatng,Male,50,Shoes,4,2400.68,Cash,2021-05-03
I319596,eo9whys336,Female,49,Technology,1,1050.0,Cash,2022-01-13
I632642,lnlikylepw,Female,52,Souvenir,5,58.65,Cash,2022-03-12
I127930,fogp6vs374,Male,54,Clothing,1,300.08,Cash,2022-11-15
I258931,srconu4j0k,Male,19,Cosmetics,3,121.98,Credit Card,2021-10-20
I230411,bffs9si2az,Female,49,Cosmetics,5,203.3,Debit Card,2021-09-30
I136610,k7bdmj655e,Female,44,Cosmetics,4,162.64,Credit Card,2021-01-31
I234673,twgwbbcfza,Male,69,Food & Beverage,4,20.92,Credit Card,2021-07-08
I138615,kqdp7mrdve,Female,41,Clothing,5,1500.4,Debit Card,2021-10-07
I116541,knos5sezyt,Female,25,Toys,2,71.68,Cash,2021-07-09
I332971,aopax5xlpw,Female,51,Shoes,4,2400.68,Cash,2021-01-13
I786653,ycligd8fme,Female,53,Shoes,1,600.17,Cash,2022-07-20
I115338,q1vsetwk2i,Female,20,Clothing,3,900.24,Credit Card,2021-09-01
I201131,q3zvmvmmw1,Male,62,Clothing,1,300.08,Cash,2022-10-25
I328046,degonewnlv,Female,30,Cosmetics,3,121.98,Debit Card,2022-06-17
I153790,jhnpggt8ld,Female,47,Cosmetics,1,40.66,Cash,2021-05-09
I251311,8ielzoisxd,Male,40,Shoes,4,2400.68,Credit Card,2022-04-29
I326582,ashnlpdpof,Female,35,Clothing,3,900.24,Credit Card,2021-11-09
I474661,jsvojdcryl,Female,41,Cosmetics,5,203.3,Cash,2021-10-08
I160638,kitxw6dxm5,Female,48,Clothing,2,600.16,Cash,2022-05-29
I437948,6twq36sncd,Male,26,Food & Beverage,5,26.15,Cash,2022-08-22
I282321,ofktknxl6e,Female,27,Food & Beverage,1,5.23,Cash,2022-11-16
I707747,9ujetk7idz,Female,26,Souvenir,5,58.65,Debit Card,2022-08-17
I158486,nlxnra6aos,Female,65,Food & Beverage,3,15.69,Credit Card,2023-02-10
I224933,yaf1mhrbff,Female,25,Cosmetics,2,81.32,Credit Card,2021-01-20
I164873,ydfy0icyox,Female,19,Books,4,60.6,Credit Card,2022-05-19
I325555,q0lyd33kne,Male,21,Technology,4,4200.0,Credit Card,2023-01-30
I325396,97qnaj9zld,Female,61,Food & Beverage,5,26.15,Cash,2021-02-25
I280155,bpu3o3wnu3,Female,65,Toys,5,179.2,Debit Card,2022-12-18
I156562,ywxejcr2au,Female,23,Cosmetics,4,162.64,Credit Card,2022-07-16
I332361,b4acilkb5o,Male,42,Clothing,3,900.24,Cash,2022-01-18
I317628,povoztwuzz,Male,33,Food & Beverage,3,15.69,Credit Card,2021-09-11
I907952,zcvpbjnujs,Female,54,Clothing,2,600.16,Credit Card,2022-08-07
I281621,oqnm4gd2mz,Female,67,Food & Beverage,4,20.92,Credit Card,2021-01-31
I289841,4reg9qphz6,Female,41,Food & Beverage,1,5.23,Cash,2021-07-15
I335087,ybmlht8hyb,Female,57,Books,5,75.75,Cash,2021-10-16
I239889,jvmhsjglht,Female,35,Clothing,1,300.08,Cash,2021-03-29
I742907,9lhj8yzbpb,Male,62,Clothing,1,300.08,Cash,2021-09-22
I271714,aarlkzb1hc,Male,26,Toys,1,35.84,Cash,2021-03-20
I457421,jksspnjhwv,Male,48,Cosmetics,4,162.64,Cash,2022-08-28
I246390,alghpni3wa,Female,57,Clothing,4,1200.32,Cash,2022-06-03
I179338,qizu9gb7wm,Female,53,Shoes,2,1200.34,Cash,2021-03-27
I254528,szsxldxzme,Male,58,Cosmetics,4,162.64,Cash,2021-11-04
I299925,ucsdex18mx,Female,32,Clothing,2,600.16,Credit Card,2021-08-11
I321373,mwyy3jytlc,Female,23,Food & Beverage,5,26.15,Cash,2022-08-05
I966684,o9qgig7bmp,Female,49,Toys,4,143.36,Cash,2022-10-02
I726807,yzqg4um9fg,Female,26,Clothing,4,1200.32,Credit Card,2022-12-30
I333100,eehbkuueui,Female,62,Clothing,5,1500.4,Credit Card,2022-01-05
I207643,r8ybrvwmop,Male,30,Toys,1,35.84,Cash,2022-02-28
I647207,h7rwl0mngc,Female,28,Clothing,2,600.16,Credit Card,2022-11-10
I330964,t3dpbu0cxg,Female,65,Shoes,2,1200.34,Debit Card,2022-11-29
I237324,tdfrunnnka,Female,56,Toys,1,35.84,Credit Card,2021-08-21
I269825,1qsijvvpv0,Female,40,Food & Beverage,3,15.69,Cash,2021-06-29
I305024,3ssjiahdmv,Male,55,Clothing,4,1200.32,Credit Card,2021-07-07
I223568,34b4f12qqr,Female,61,Toys,2,71.68,Credit Card,2022-08-27
I194268,lchimdqo4t,Female,35,Souvenir,5,58.65,Cash,2023-02-26
I155448,hte7vbjddc,Female,37,Shoes,1,600.17,Cash,2021-12-27
I205336,m2ozlvkwvg,Male,32,Cosmetics,1,40.66,Cash,2023-02-01
I171351,h7gaxi7zmk,Female,68,Souvenir,1,11.73,Debit Card,2022-02-10
I249223,mft7q6ydho,Female,44,Clothing,2,600.16,Cash,2021-01-31
I258001,hsnzvcib3t,Female,61,Cosmetics,4,162.64,Credit Card,2021-11-25
I231029,fe32vgsrqy,Male,38,Clothing,4,1200.32,Cash,2023-01-18
I163202,mfzypygq0f,Female,66,Clothing,3,900.24,Credit Card,2021-03-15
I169427,nsojhbyuh9,Female,53,Clothing,5,1500.4,Cash,2022-12-03
I737161,txwadtsiey,Female,21,Food & Beverage,4,20.92,Credit Card,2022-04-24
I225327,nwy7dzqlro,Male,61,Cosmetics,2,81.32,Cash,2022-08-19
I159355,9swdtyg7bp,Female,32,Food & Beverage,4,20.92,Debit Card,2021-11-28
I280408,lrlqpmkumz,Female,46,Clothing,1,300.08,Cash,2021-06-14
I323785,ebulzymuhc,Male,25,Toys,2,71.68,Cash,2021-01-08
I257286,sxavch0s6o,Female,49,Cosmetics,1,40.66,Credit Card,2021-05-12
I331405,zfptfa99bv,Female,26,Clothing,3,900.24,Cash,2022-11-02
I306957,idree98sg9,Female,40,Clothing,2,600.16,Credit Card,2022-09-17
I147079,rsiynpi5wm,Female,20,Clothing,4,1200.32,Credit Card,2022-05-01
I829259,nyatb5vztd,Female,38,Cosmetics,4,162.64,Cash,2022-11-17
I296251,jqbt9huyfu,Female,63,Cosmetics,2,81.32,Cash,2022-06-17
I808238,kwjx4svd5f,Male,25,Shoes,2,1200.34,Credit Card,2022-07-14
I891465,ofxwkjmsft,Female,19,Clothing,1,300.08,Cash,2022-07-21
I563052,aiwskmma7p,Female,53,Cosmetics,4,162.64,Cash,2021-07-28
I130443,22dnbstjju,Female,51,Shoes,1,600.17,Cash,2021-06-08
I241690,tfemlvagkf,Male,56,Souvenir,2,23.46,Credit Card,2022-06-14
I643231,by3c1knrtz,Male,29,Toys,4,143.36,Cash,2021-02-03
I295337,bbnvbwti8z,Female,20,Shoes,4,2400.68,Debit Card,2022-08-05
I265980,dnmwi8hwvh,Female,35,Books,1,15.15,Credit Card,2022-04-01
I293153,aq3bshzasy,Female,62,Food & Beverage,2,10.46,Cash,2022-11-10
I193148,vol8son7xa,Female,32,Clothing,4,1200.32,Cash,2023-02-11
